"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"Bianchini Calzados","ACC3638","Bianchini Calzados","Bianchini Calzados","0","0","","","","gadrielbinchini1969@gmail.com","","0.00000000","99537386","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Hilarion spa","ACC3639","Hilarion spa","Hilarion spa","0","0","","","www.hilarionspa.com.uy","gruposehisa@gmail.com","","0.00000000","98359126","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Equiporentacar","ACC3640","Equiporentacar","Equiporentacar","0","0","","","www.equiporentacar.com.uy","latorremartin6@gmail.con","","0.00000000","91688247","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"BARRACA 5 ESQUINAS","ACC3641","BARRACA 5 ESQUINAS","BARRACA 5 ESQUINAS","0","0","","","www.barraca5esquinas.com.uy","estellairiarte@gmail.com","","0.00000000","99631675","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Radio Continental y Sucesos Servicios Inmobiliarios","ACC3642","Radio Continental y Sucesos Servicios Inmobiliarios","Radio Continental y Sucesos Servicios Inmobiliarios","0","0","","","","adaradiocontinental@gmail.com","","0.00000000","99748743","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Abanikz","ACC3643","Abanikz","Abanikz","0","0","","","","morenopereyra@hotmail.com","","0.00000000","99368092","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Kakavs","ACC3644","Kakavs","Kakavs","0","0","","","","caroliinaa123x@gmail.com","","0.00000000","95515939","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Tomai","ACC3645","Tomai Ltda","Tomai","0","0","","","www.tomai.com.uy","jestolr@hotmail.com","","0.00000000","99423064","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Carpinteria S&S","ACC3646","Carpinteria S&S","Carpinteria S&S","0","0","","","","carpinteriass@hotmail.com","","0.00000000","94491379","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Tafirel","ACC3647","Tafirel","Tafirel","0","0","","","www.tafirel.com","ingjuanbonilla@gmail.com","","0.00000000","95572829","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Ágora Cultura Uruguay, influencer","ACC3651","Ágora Cultura Uruguay, influencer","Ágora Cultura Uruguay, influencer","0","0","","","","estre2@yahoo.com.ar","","0.00000000","92449273","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:07","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Etoile","ACC3652","Etoile","Etoile","0","0","","","","etoiletaller@gmail.com","","0.00000000","96980543","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"ESA CONSULTORIA","ACC3653","ESA CONSULTORIA","ESA CONSULTORIA","0","0","","","","danielsalvavidas@hotmail.com","","0.00000000","98172330","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"AFRUPI , Confederación Granjera del Uruguay","ACC3654","AFRUPI , Confederación Granjera del Uruguay","AFRUPI , Confederación Granjera del Uruguay","0","0","","","","rolandoerick@gmail.com","","0.00000000","94090459","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Clementine indumentaria femenina","ACC3657","Clementine indumentaria femenina","Clementine indumentaria femenina","0","0","","","","clementineindfemenina@gmail.com","","0.00000000","98095350","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Licores del Sur","ACC3658","Licores del Sur","Licores del Sur","0","0","","","www.licoresdelsur.com.uy","mabumary@yahoo.es","","0.00000000","99391729","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Edusil","ACC3659","Edusil","Edusil","0","0","","","","dalakerimpo@hotmail.com","","0.00000000","95788480","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"AFR CONSTRUCCIONES","ACC3660","AFR CONSTRUCCIONES","AFR CONSTRUCCIONES","0","0","","","","andresalmundo@gmail.com","","0.00000000","98016121","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Sabores caseros","ACC3661","Sabores caseros","Sabores caseros","0","0","","","","diego.melito.27@gmail.com","","0.00000000","91486322","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Manos Mágicas","ACC3662","Manos Mágicas","Manos Mágicas","0","0","","","","marcelofjj2000@gmail.com","","0.00000000","97177953","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"DECO.DAMAJUANAS","ACC3663","DECO.DAMAJUANAS","DECO.DAMAJUANAS","0","0","","","","bgarcia@jorgemartinez.com.uy","","0.00000000","98530031","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Aries Artesanías de Cuero","ACC3664","Aries Artesanías de Cuero","Aries Artesanías de Cuero","0","0","","","","ariescueros@hotmail.es","","0.00000000","91657740","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Redtec","ACC3667","Redtec","Redtec","0","0","","","www.redtecinformatica.com","redtecinformatica@gmail.com","","0.00000000","99372649","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"TGM","ACC3668","TGM","TGM","0","0","","","","zuprot@gmail.com","","0.00000000","98754018","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Calzados veloz","ACC3669","Calzados veloz","Calzados veloz","0","0","","","","calzadosveloz@gmail.com","","0.00000000","99605822","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"A&B TODO CONSTRUCCIONES","ACC3670","A&B TODO CONSTRUCCIO","A&B TODO CONSTRUCCIONES","0","0","","","","todoconstruccionesoficial@outlook.com","","0.00000000","91092654","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Miel Las Violetas","ACC3672","Miel Las Violetas","Miel Las Violetas","0","0","","","","miellasvioletas@gmail.com","","0.00000000","94725566","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"MB Vitrofusión BachoGlass","ACC3673","MB Vitrofusión BachoGlass","MB Vitrofusión BachoGlass","0","0","","","","mariabachoinv@gmail.com","","0.00000000","95032977","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Alquimia cristales","ACC3675","Alquimia cristales","Alquimia cristales","0","0","","","","danipass21@hotmail.com","","0.00000000","94546356","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Canelones Nido","ACC3676","Canelones Nido","Canelones Nido","0","0","","","","benitezgisse@gmail.com","","0.00000000","99258446","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Guidai","ACC3677","Guidai","Guidai","0","0","","","","zulma500@gmail.com","","0.00000000","94951778","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"MATEfusion(formo parte del colectivo Nido)","ACC3678","MATEfusion(formo parte del colectivo Nido)","MATEfusion(formo parte del colectivo Nido)","0","0","","","","aracelin@vera.com.uy","","0.00000000","96781062","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Mercado costero. Canelones Nido","ACC3679","Mercado costero. Canelones Nido","Mercado costero. Canelones Nido","0","0","","","","beasi.toscanini@gmail.com","","0.00000000","98227331","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Aries Artesanías en Cuero","ACC3680","Aries Artesanías en Cuero","Aries Artesanías en Cuero","0","0","","","","ariescueros@hotmail.es","","0.00000000","91657740","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Orolana Uruguay","ACC3681","Orolana Uruguay","Orolana Uruguay","0","0","","","","orolanauruguay@gmail.com","","0.00000000","95266845","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Marabunta","ACC3682","Marabunta","Marabunta","0","0","","","","oscarquintana699@gmail.com","","0.00000000","99516393","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Adrylen Artesanías","ACC3683","Adrylen Artesanías","Adrylen Artesanías","0","0","","","","adrianaalen@hotmail.com","","0.00000000","97318206","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Artibus","ACC3684","Artibus","Artibus","0","0","","","","samudiobalbuena@gmail.com","","0.00000000","95390876","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Zuker Uruguay","ACC3685","Zuker Uruguay","Zuker Uruguay","0","0","","","www.zuker.uy","zuker.uy@gmail.com","","0.00000000","99442967","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Dulce Matilde","ACC3686","Dulce Matilde","Dulce Matilde","0","0","","","","productos.dulcematilde@gmail.com","","0.00000000","99547266","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Optivision Optica y Audiologia","ACC3689","Optivision Optica y Audiologia","Optivision Optica y Audiologia","0","0","","","","optivisioncosta@gmail.com","","0.00000000","96100055","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Silveira & Mestre Abogados","ACC3692","Silveira & Mestre Abogados","Silveira & Mestre Abogados","0","0","","","","leandro@silveiramestre.com.uy","","0.00000000","98457655","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"RC Construcciones","ACC3694","RC Construcciones","RC Construcciones","0","0","","","","marcelorivasconstrucciones@gmail.com","","0.00000000","91249784","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Don Pedro","ACC3695","Don Pedro","Don Pedro","0","0","","","","neferoba@gmail.com","","0.00000000","99654397","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Eshop","ACC3696","Eshop","Eshop","0","0","","","","owvargas@gmail.com","","0.00000000","99749626","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Joy Market","ACC3697","Joy Market","Joy Market","0","0","","","","pablojosera@gmail.com","","0.00000000","99221368","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Roblus","ACC3699","Roblus","Roblus","0","0","","","","pablobluro82@gmail.com","","0.00000000","99099981","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:26","Canelones","","","","","","","","","","","D. Villar","","",""
"Brote Orgánico","ACC3701","Brote Orgánico","Brote Orgánico","0","0","","","","marianalg555@gmail.com","","0.00000000","96827744","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:27","Canelones","","","","","","","","","","","D. Villar","","",""
"Empanadas Don Pedro","ACC3702","Empanadas Don Pedro","Empanadas Don Pedro","0","0","","","www.donpedro.com.uy","donpedrosolymar@gmail.com","26963386","0.00000000","99239353","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:41:09","admin","IMPORT","0","","2026-04-17 12:34:27","Canelones","","","","","","","","","","","D. Villar","","",""
